NC-2015-615487,NC,2015-12-22,,Warren,Warren County,37185,,NC State Highway Patrol,M,27,27.0,B N,Black,Other Motor Vehicle Violation,Other,FALSE,,,FALSE,Citation,FALSE,,10740,,N,C4
NC-2015-615488,NC,2015-12-22,,Cabarrus,Cabarrus County,37025,,NC State Highway Patrol,F,20,20.0,A N,Asian,Speed Limit Violation,Speeding,FALSE,,,FALSE,Written Warning,FALSE,,11112,,N,E6
NC-2015-615489,NC,2015-12-22,,Cabarrus,Cabarrus County,37025,,NC State Highway Patrol,F,26,26.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Written Warning,FALSE,,11112,,N,E6
NC-2015-615490,NC,2015-12-22,,Cabarrus,Cabarrus County,37025,,NC State Highway Patrol,M,25,25.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11112,,N,E6
NC-2015-615491,NC,2015-12-22,,Union,Union County,37179,,NC State Highway Patrol,M,23,23.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11699,,N,H3
NC-2015-615492,NC,2015-12-22,,McDowell,McDowell County,37111,,NC State Highway Patrol,F,48,48.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,21574,,N,G2
NC-2015-615493,NC,2015-12-22,,McDowell,McDowell County,37111,,NC State Highway Patrol,M,27,27.0,U N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21574,,N,G2
NC-2015-615494,NC,2015-12-22,,McDowell,McDowell County,37111,,NC State Highway Patrol,F,27,27.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,21574,,N,G2
NC-2015-615495,NC,2015-12-22,,McDowell,McDowell County,37111,,NC State Highway Patrol,M,35,35.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,21574,,N,G2
NC-2015-615496,NC,2015-12-22,,McDowell,McDowell County,37111,,NC State Highway Patrol,M,76,76.0,W N,White,Seat Belt Violation,Seat belt,FALSE,,,FALSE,Citation,FALSE,,21574,,N,G2
NC-2015-615497,NC,2015-12-22,,Granville,Granville County,37077,,NC State Highway Patrol,M,46,46.0,B N,Black,Investigation,Other,FALSE,,,FALSE,No Action,FALSE,,11870,,N,C7
NC-2015-615498,NC,2015-12-22,,Caldwell,Caldwell County,37027,,NC State Highway Patrol,F,21,21.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,10717,,N,F3
NC-2015-615499,NC,2015-12-22,,Catawba,Catawba County,37035,,NC State Highway Patrol,M,48,48.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,10717,,N,F5
NC-2015-615500,NC,2015-12-22,,Catawba,Catawba County,37035,,NC State Highway Patrol,M,28,28.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Written Warning,FALSE,,10717,,N,F5
NC-2015-615501,NC,2015-12-22,,Stanly,Stanly County,37167,,NC State Highway Patrol,M,48,48.0,W N,White,Investigation,Other,FALSE,,,FALSE,Citation,FALSE,,11483,,N,E2
NC-2015-615502,NC,2015-12-22,,Wilkes,Wilkes County,37193,,NC State Highway Patrol,F,71,71.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,10081,,N,F2
NC-2015-615503,NC,2015-12-22,,Wilkes,Wilkes County,37193,,NC State Highway Patrol,M,24,24.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,10081,,N,F2
NC-2015-615504,NC,2015-12-22,,Wilkes,Wilkes County,37193,,NC State Highway Patrol,F,48,48.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,10081,,N,F2
NC-2015-615505,NC,2015-12-22,,Wilkes,Wilkes County,37193,,NC State Highway Patrol,M,33,33.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,10081,,N,F2
NC-2015-615506,NC,2015-12-22,,Onslow,Onslow County,37133,,NC State Highway Patrol,M,32,32.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,12040,,N,B3
NC-2015-615507,NC,2015-12-22,,Onslow,Onslow County,37133,,NC State Highway Patrol,M,59,59.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,12040,,N,B3
NC-2015-615508,NC,2015-12-22,,Chatham,Chatham County,37037,,NC State Highway Patrol,M,44,44.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11848,,N,D7
NC-2015-615509,NC,2015-12-22,,Chatham,Chatham County,37037,,NC State Highway Patrol,F,48,48.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11848,,N,D7
NC-2015-615510,NC,2015-12-22,,Chatham,Chatham County,37037,,NC State Highway Patrol,M,19,19.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,11848,,N,D7
NC-2015-615511,NC,2015-12-22,,Rockingham,Rockingham County,37157,,NC State Highway Patrol,F,32,32.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21496,,N,D3
NC-2015-615512,NC,2015-12-22,,Rockingham,Rockingham County,37157,,NC State Highway Patrol,F,20,20.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21496,,N,D3
NC-2015-615513,NC,2015-12-22,,Rockingham,Rockingham County,37157,,NC State Highway Patrol,M,46,46.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21496,,N,D3
NC-2015-615514,NC,2015-12-22,,Rockingham,Rockingham County,37157,,NC State Highway Patrol,M,18,18.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21496,,N,D3
NC-2015-615515,NC,2015-12-22,,Rockingham,Rockingham County,37157,,NC State Highway Patrol,M,24,24.0,U N,Other,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21496,,N,D3
NC-2015-615516,NC,2015-12-22,,Rockingham,Rockingham County,37157,,NC State Highway Patrol,F,22,22.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21496,,N,D3
NC-2015-615517,NC,2015-12-22,,New Hanover,New Hanover County,37129,,NC State Highway Patrol,M,40,40.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21661,,N,B6
NC-2015-615518,NC,2015-12-22,,New Hanover,New Hanover County,37129,,NC State Highway Patrol,M,38,38.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,21661,,N,B6
NC-2015-615519,NC,2015-12-22,,New Hanover,New Hanover County,37129,,NC State Highway Patrol,F,37,37.0,W N,White,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,21661,,N,B6
NC-2015-615520,NC,2015-12-22,,Nash,Nash County,37127,,NC State Highway Patrol,F,46,46.0,B N,Black,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,21661,,N,C1
NC-2015-615521,NC,2015-12-22,,New Hanover,New Hanover County,37129,,NC State Highway Patrol,M,51,51.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21661,,N,B6
NC-2015-615522,NC,2015-12-22,,New Hanover,New Hanover County,37129,,NC State Highway Patrol,M,29,29.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21661,,N,B6
NC-2015-615523,NC,2015-12-22,,New Hanover,New Hanover County,37129,,NC State Highway Patrol,M,54,54.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21661,,N,B6
NC-2015-615524,NC,2015-12-22,,New Hanover,New Hanover County,37129,,NC State Highway Patrol,F,23,23.0,W N,White,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21661,,N,B6
NC-2015-615525,NC,2015-12-22,,New Hanover,New Hanover County,37129,,NC State Highway Patrol,M,40,40.0,B N,Black,Speed Limit Violation,Speeding,FALSE,,,FALSE,Citation,FALSE,,21661,,N,B6
NC-2015-615526,NC,2015-12-22,,New Hanover,New Hanover County,37129,,NC State Highway Patrol,F,36,36.0,U H,Hispanic,Vehicle Regulatory Violation,Registration/plates,FALSE,,,FALSE,Citation,FALSE,,21661,,H,B6
